,Parcel ID,Address,sale_date,sale_price,yr_built,square_feet,full_address,unique_ID,price_sf,sale_year,year,month,year-month
55,051B010206,557 SE OGLESBY BRIDGE RD,2022-03-25,229300.0,1985,1041,557 Se Oglesby Bridge Rd Rockdale County GA,051B010206-3/25/2022-229300.0,220.26897214217098,2022,2022,3,2022-3
56,0780100024,3406 SE KINGSTON DR,2022-05-17,265500.0,1973,1733,3406 Se Kingston Dr Rockdale County GA,0780100024-5/17/2022-265500.0,153.20253894979803,2022,2022,5,2022-5
57,057B010148,212 NW ODYSSEY TURN,2022-03-28,196000.0,2004,1714,212 Nw Odyssey Turn Rockdale County GA,057B010148-3/28/2022-196000.0,114.35239206534422,2022,2022,3,2022-3
58,079002057A,1650 SE HONEY CREEK RD,2022-04-29,930000.0,1988,6050,1650 Se Honey Creek Rd Rockdale County GA,079002057A-4/29/2022-930000.0,153.71900826446281,2022,2022,4,2022-4
59,011001005A,2956 SW HURST RD,2022-03-15,241900.0,1964,2052,2956 Sw Hurst Rd Rockdale County GA,011001005A-3/15/2022-241900.0,117.8849902534113,2022,2022,3,2022-3
60,050A010163,1080 SE PLANTATION BLVD,2022-01-19,285000.0,1991,1470,1080 Se Plantation Blvd Rockdale County GA,050A010163-1/19/2022-285000.0,193.87755102040816,2022,2022,1,2022-1
61,031A010128,3867 SW QUAIL MANOR DR,2022-04-14,320000.0,1987,1888,3867 Sw Quail Manor Dr Rockdale County GA,031A010128-4/14/2022-320000.0,169.4915254237288,2022,2022,4,2022-4
62,032A010089,1571 SW HIGHWAY 212,2022-04-08,264900.0,1976,1242,1571 Sw Highway 212 Rockdale County GA,032A010089-4/8/2022-264900.0,213.28502415458937,2022,2022,4,2022-4
63,077D010269,1366 SE FALL RIVER DR,2022-02-17,464000.0,2005,3201,1366 Se Fall River Dr Rockdale County GA,077D010269-2/17/2022-464000.0,144.95470165573258,2022,2022,2,2022-2
64,046B010002,943 SE LOST VALLEY DR,2022-05-11,430000.0,1983,3367,943 Se Lost Valley Dr Rockdale County GA,046B010002-5/11/2022-430000.0,127.71012771012771,2022,2022,5,2022-5
65,049B010080,4072 SE SWEET WATER CT,2022-05-27,150000.0,1976,1742,4072 Se Sweet Water Ct Rockdale County GA,049B010080-5/27/2022-150000.0,86.10792192881745,2022,2022,5,2022-5
67,0660010025,1717 NE RIVER ST,2022-05-13,258390.0,1972,900,1717 Ne River St Rockdale County GA,0660010025-5/13/2022-258390.0,287.1,2022,2022,5,2022-5
73,010D010076,2915 SW EMME CT,2022-05-27,317100.0,2019,1792,2915 Sw Emme Ct Rockdale County GA,010D010076-5/27/2022-317100.0,176.953125,2022,2022,5,2022-5
74,049B010160,413 SE WILLOW CT,2022-01-12,213800.0,1986,1272,413 Se Willow Ct Rockdale County GA,049B010160-1/12/2022-213800.0,168.0817610062893,2022,2022,1,2022-1
75,025A010388,3516 SW HEATHERVALE WAY,2022-02-14,210000.0,1997,1982,3516 Sw Heathervale Way Rockdale County GA,025A010388-2/14/2022-210000.0,105.95358224016145,2022,2022,2,2022-2
76,C380010132,950 NW DOESKIN DR,2022-03-31,227700.0,1978,1242,950 Nw Doeskin Dr Rockdale County GA,C380010132-3/31/2022-227700.0,183.33333333333334,2022,2022,3,2022-3
77,079C010431,3531 SE SOUTHGATE WAY,2022-03-11,215000.0,1987,1240,3531 Se Southgate Way Rockdale County GA,079C010431-3/11/2022-215000.0,173.38709677419354,2022,2022,3,2022-3
78,049A010113,3770 SE CLUBHOUSE LN,2022-03-18,324300.0,1973,2412,3770 Se Clubhouse Ln Rockdale County GA,049A010113-3/18/2022-324300.0,134.45273631840797,2022,2022,3,2022-3
79,C390010022,1791 SE BIG HORN CT,2022-03-29,160650.0,1983,1093,1791 Se Big Horn Ct Rockdale County GA,C390010022-3/29/2022-160650.0,146.9807868252516,2022,2022,3,2022-3
80,045A010034,1394 SW ALMAND CREEK DR,2022-01-10,153200.0,1984,1196,1394 Sw Almand Creek Dr Rockdale County GA,045A010034-1/10/2022-153200.0,128.09364548494983,2022,2022,1,2022-1
81,080C010150,3506 SE TIFFANY DR,2022-05-13,343500.0,1989,2272,3506 Se Tiffany Dr Rockdale County GA,080C010150-5/13/2022-343500.0,151.18838028169014,2022,2022,5,2022-5
82,046B010309,2642 SE LAUREL WOODS LN,2022-03-11,244100.0,1989,1588,2642 Se Laurel Woods Ln Rockdale County GA,046B010309-3/11/2022-244100.0,153.7153652392947,2022,2022,3,2022-3
83,049A010387,3629 SE GOLFBROOK CT,2022-02-18,288000.0,1980,2430,3629 Se Golfbrook Ct Rockdale County GA,049A010387-2/18/2022-288000.0,118.51851851851852,2022,2022,2,2022-2
84,080C010159,3600 SE CHERRY CREEK DR,2022-01-19,235700.0,1990,1649,3600 Se Cherry Creek Dr Rockdale County GA,080C010159-1/19/2022-235700.0,142.93511218920557,2022,2022,1,2022-1
85,045B010094,1590 SW CHERRY HILL LN,2022-03-29,262100.0,1985,1113,1590 Sw Cherry Hill Ln Rockdale County GA,045B010094-3/29/2022-262100.0,235.48966756513926,2022,2022,3,2022-3
86,079B010283,3419 SE UNCLE GENE'S WAY,2022-02-28,306000.0,1996,2264,3419 Se Uncle Gene'S Way Rockdale County GA,079B010283-2/28/2022-306000.0,135.15901060070672,2022,2022,2,2022-2
87,079C010282,1669 SE UNDERWOOD DR,2022-01-18,210000.0,1984,1632,1669 Se Underwood Dr Rockdale County GA,079C010282-1/18/2022-210000.0,128.6764705882353,2022,2022,1,2022-1
88,064A010030,2359 NE PETTIT DR,2022-02-02,322100.0,2002,1562,2359 Ne Pettit Dr Rockdale County GA,064A010030-2/2/2022-322100.0,206.2099871959027,2022,2022,2,2022-2
89,0690010065,1492 A NE PINE LOG RD,2022-04-21,100300.0,1973,700,1492 A Ne Pine Log Rd Rockdale County GA,0690010065-4/21/2022-100300.0,143.28571428571428,2022,2022,4,2022-4
90,091A010162,3104 NE MCCART LANDING DR,2022-05-17,398481.0,2006,3614,3104 Ne Mccart Landing Dr Rockdale County GA,091A010162-5/17/2022-398481.0,110.26037631433314,2022,2022,5,2022-5
91,025A010202,1089 SW WEST ADRIAN CIR,2022-01-31,190000.0,1978,1380,1089 Sw West Adrian Cir Rockdale County GA,025A010202-1/31/2022-190000.0,137.68115942028984,2022,2022,1,2022-1
92,080001033B,1221 SE MAGGIE LN,2022-01-14,220000.0,1987,1318,1221 Se Maggie Ln Rockdale County GA,080001033B-1/14/2022-220000.0,166.9195751138088,2022,2022,1,2022-1
93,057B010170,1664 NW CALLAWAY LP,2022-03-03,300000.0,2002,2822,1664 Nw Callaway Lp Rockdale County GA,057B010170-3/3/2022-300000.0,106.30758327427357,2022,2022,3,2022-3
94,093C010112,1438 NE STEAM ENGINE WAY,2022-01-21,240000.0,2007,1552,1438 Ne Steam Engine Way Rockdale County GA,093C010112-1/21/2022-240000.0,154.63917525773195,2022,2022,1,2022-1
95,0640010230,1681 NE RIVERCHASE CIR,2022-02-22,250000.0,1999,1831,1681 Ne Riverchase Cir Rockdale County GA,0640010230-2/22/2022-250000.0,136.53741125068268,2022,2022,2,2022-2
96,047C010105,668 SE RALPH RD,2022-01-14,185900.0,1972,1218,668 Se Ralph Rd Rockdale County GA,047C010105-1/14/2022-185900.0,152.62725779967158,2022,2022,1,2022-1
97,051C010181,4860 SE CEDAR BROOK DR,2022-01-21,176000.0,1986,1433,4860 Se Cedar Brook Dr Rockdale County GA,051C010181-1/21/2022-176000.0,122.81926029309142,2022,2022,1,2022-1
98,0780040015,3063 SE HIGHWAY 20,2022-01-14,195000.0,1972,1425,3063 Se Highway 20 Rockdale County GA,0780040015-1/14/2022-195000.0,136.8421052631579,2022,2022,1,2022-1
99,047C010341,2929 SE HIGH BROOK WAY,2022-03-28,250800.0,1985,1206,2929 Se High Brook Way Rockdale County GA,047C010341-3/28/2022-250800.0,207.96019900497512,2022,2022,3,2022-3
100,079B010234,3249 SE LINDA'S CIR,2022-01-31,285000.0,1999,2456,3249 Se Linda'S Cir Rockdale County GA,079B010234-1/31/2022-285000.0,116.04234527687296,2022,2022,1,2022-1
101,057B010191,1510 NW CALLAWAY LP,2022-01-25,237677.0,2002,2055,1510 Nw Callaway Lp Rockdale County GA,057B010191-1/25/2022-237677.0,115.65790754257908,2022,2022,1,2022-1
102,064B010187,2305 NE TILLER MILL LN,2022-03-31,373420.0,2021,3252,2305 Ne Tiller Mill Ln Rockdale County GA,064B010187-3/31/2022-373420.0,114.82779827798278,2022,2022,3,2022-3
103,077E010316,2909 SE CRABAPPLE CIR,2022-01-04,318000.0,2002,3166,2909 Se Crabapple Cir Rockdale County GA,077E010316-1/4/2022-318000.0,100.44219835754896,2022,2022,1,2022-1
104,075A010240,1480 SE OAK FOREST WAY,2022-01-28,170000.0,1973,2156,1480 Se Oak Forest Way Rockdale County GA,075A010240-1/28/2022-170000.0,78.84972170686457,2022,2022,1,2022-1
105,049A010288,591 SE CLUBHOUSE DR,2022-05-19,355000.0,1978,2408,591 Se Clubhouse Dr Rockdale County GA,049A010288-5/19/2022-355000.0,147.4252491694352,2022,2022,5,2022-5
106,049A010051,696 SE SUGAR CREEK TRL,2022-01-21,248200.0,1973,1851,696 Se Sugar Creek Trl Rockdale County GA,049A010051-1/21/2022-248200.0,134.08968125337654,2022,2022,1,2022-1
107,045B010119,1637 SW CHERRY HILL LN,2022-02-18,225000.0,1985,1656,1637 Sw Cherry Hill Ln Rockdale County GA,045B010119-2/18/2022-225000.0,135.8695652173913,2022,2022,2,2022-2
108,014A010104,2960 SW PARKMOOR DR,2022-05-31,350000.0,2000,2076,2960 Sw Parkmoor Dr Rockdale County GA,014A010104-5/31/2022-350000.0,168.59344894026975,2022,2022,5,2022-5
109,077D010284,1138 SE FOUNTAIN CREST DR,2022-05-31,455000.0,2003,3495,1138 Se Fountain Crest Dr Rockdale County GA,077D010284-5/31/2022-455000.0,130.1859799713877,2022,2022,5,2022-5
110,0570010006,1523 NW PINEVIEW LN,2022-05-31,185000.0,1960,1697,1523 Nw Pineview Ln Rockdale County GA,0570010006-5/31/2022-185000.0,109.01591043017089,2022,2022,5,2022-5
111,011B010054,1280 SW SCENIC BROOK TRL,2022-05-31,331500.0,1993,2340,1280 Sw Scenic Brook Trl Rockdale County GA,011B010054-5/31/2022-331500.0,141.66666666666666,2022,2022,5,2022-5
112,077D010336,2851 SE WELLINGTON WAY,2022-05-31,535000.0,2004,3371,2851 Se Wellington Way Rockdale County GA,077D010336-5/31/2022-535000.0,158.70661524770097,2022,2022,5,2022-5
113,C390010045,1726 SE BOB WHITE LN,2022-05-31,565000.0,1994,1260,1726 Se Bob White Ln Rockdale County GA,C390010045-5/31/2022-565000.0,448.41269841269843,2022,2022,5,2022-5
114,0280010124,2219 SW HERITAGE CROSSING,2022-05-31,249000.0,1986,1336,2219 Sw Heritage Crossing Rockdale County GA,0280010124-5/31/2022-249000.0,186.37724550898204,2022,2022,5,2022-5
115,075A010200,1350 SE EARLE CT,2022-05-31,268000.0,1975,1700,1350 Se Earle Ct Rockdale County GA,075A010200-5/31/2022-268000.0,157.64705882352942,2022,2022,5,2022-5
116,C010020005,1250 NW HARVEL ST,2022-05-31,220000.0,1950,1162,1250 Nw Harvel St Rockdale County GA,C010020005-5/31/2022-220000.0,189.32874354561102,2022,2022,5,2022-5
117,051A010086,1721 SW HOLMES DR,2022-05-27,335000.0,1973,2203,1721 Sw Holmes Dr Rockdale County GA,051A010086-5/27/2022-335000.0,152.06536541080345,2022,2022,5,2022-5
118,025A010454,3490 SW HEATHERVALE WAY,2022-05-27,350000.0,1998,1660,3490 Sw Heathervale Way Rockdale County GA,025A010454-5/27/2022-350000.0,210.84337349397592,2022,2022,5,2022-5
119,0930010077,3022 NE OLD COVINGTON RD,2022-05-27,515000.0,2004,2789,3022 Ne Old Covington Rd Rockdale County GA,0930010077-5/27/2022-515000.0,184.6539978486913,2022,2022,5,2022-5
120,0440010139,1326 SW FLORA DR,2022-05-27,473900.0,2021,1836,1326 Sw Flora Dr Rockdale County GA,0440010139-5/27/2022-473900.0,258.1154684095861,2022,2022,5,2022-5
121,077D010022,1351 SE KAY TERR,2022-05-27,379008.0,1993,2247,1351 Se Kay Terr Rockdale County GA,077D010022-5/27/2022-379008.0,168.6728971962617,2022,2022,5,2022-5
122,011A010110,2691 SW TURNER VALLEY CIR,2022-05-27,257000.0,1975,1716,2691 Sw Turner Valley Cir Rockdale County GA,011A010110-5/27/2022-257000.0,149.76689976689977,2022,2022,5,2022-5
123,004002019A,3185 SW UNION CHURCH RD,2022-05-27,150000.0,1958,1556,3185 Sw Union Church Rd Rockdale County GA,004002019A-5/27/2022-150000.0,96.40102827763496,2022,2022,5,2022-5
124,0250010001,820 SW SMYRNA RD,2022-05-27,279000.0,1964,1968,820 Sw Smyrna Rd Rockdale County GA,0250010001-5/27/2022-279000.0,141.76829268292684,2022,2022,5,2022-5
125,032C010060,2380 SW STEDMAN LN,2022-05-26,420000.0,1996,2254,2380 Sw Stedman Ln Rockdale County GA,032C010060-5/26/2022-420000.0,186.33540372670808,2022,2022,5,2022-5
126,0550020024,1739 NE HI ROC RD,2022-05-26,247000.0,1972,1056,1739 Ne Hi Roc Rd Rockdale County GA,0550020024-5/26/2022-247000.0,233.90151515151516,2022,2022,5,2022-5
127,077C010286,2506 SE MEADOWMIST PL,2022-05-26,405000.0,1998,2588,2506 Se Meadowmist Pl Rockdale County GA,077C010286-5/26/2022-405000.0,156.49149922720247,2022,2022,5,2022-5
128,0920010003,2560 NE OLD COVINGTON RD,2022-05-26,295000.0,1966,2451,2560 Ne Old Covington Rd Rockdale County GA,0920010003-5/26/2022-295000.0,120.35903712770298,2022,2022,5,2022-5
129,092A010063,2108 NE GINGER ESTATES DR,2022-05-26,435000.0,2007,2995,2108 Ne Ginger Estates Dr Rockdale County GA,092A010063-5/26/2022-435000.0,145.24207011686144,2022,2022,5,2022-5
130,C350040003,860 NE LEGION RD,2022-05-25,255000.0,1967,1181,860 Ne Legion Rd Rockdale County GA,C350040003-5/25/2022-255000.0,215.91871295512277,2022,2022,5,2022-5
131,049A010422,745 SE SUGAR HILL LN,2022-05-25,300000.0,1984,1692,745 Se Sugar Hill Ln Rockdale County GA,049A010422-5/25/2022-300000.0,177.3049645390071,2022,2022,5,2022-5
132,0480010140,3280 SE SQUIRE LN,2022-05-25,350000.0,1980,2527,3280 Se Squire Ln Rockdale County GA,0480010140-5/25/2022-350000.0,138.50415512465375,2022,2022,5,2022-5
133,0630190025,2426 NE HI ROC CIR,2022-05-25,200000.0,1972,892,2426 Ne Hi Roc Cir Rockdale County GA,0630190025-5/25/2022-200000.0,224.2152466367713,2022,2022,5,2022-5
134,0660100007,1782 NE GREEN ST,2022-05-24,205000.0,1910,832,1782 Ne Green St Rockdale County GA,0660100007-5/24/2022-205000.0,246.39423076923077,2022,2022,5,2022-5
135,0580010069,2140 NE INDIAN SHOALS DR,2022-05-24,780000.0,2001,2984,2140 Ne Indian Shoals Dr Rockdale County GA,0580010069-5/24/2022-780000.0,261.3941018766756,2022,2022,5,2022-5
136,080A010093,4230 SE BRANDY LN,2022-05-24,260000.0,1980,1742,4230 Se Brandy Ln Rockdale County GA,080A010093-5/24/2022-260000.0,149.2537313432836,2022,2022,5,2022-5
138,047C010428,696 SE ALMAND BRANCH RD,2022-05-23,210000.0,1980,1444,696 Se Almand Branch Rd Rockdale County GA,047C010428-5/23/2022-210000.0,145.42936288088643,2022,2022,5,2022-5
139,049B010105,4115 SE SWEET WATER LN,2022-01-20,325000.0,1981,1725,4115 Se Sweet Water Ln Rockdale County GA,049B010105-1/20/2022-325000.0,188.40579710144928,2022,2022,1,2022-1
140,047A010030,2810 SE EBENEZER RD,2022-05-23,295000.0,1975,3215,2810 Se Ebenezer Rd Rockdale County GA,047A010030-5/23/2022-295000.0,91.75738724727839,2022,2022,5,2022-5
141,057B010046,190 NW ODYSSEY TURN,2022-05-23,235000.0,2005,1714,190 Nw Odyssey Turn Rockdale County GA,057B010046-5/23/2022-235000.0,137.10618436406068,2022,2022,5,2022-5
142,075A010205,1292 SE EARLE CT,2022-05-20,290000.0,1973,1840,1292 Se Earle Ct Rockdale County GA,075A010205-5/20/2022-290000.0,157.6086956521739,2022,2022,5,2022-5
143,C06004044B,1105 NW WINDGATE CIR,2022-02-22,135000.0,1986,1200,1105 Nw Windgate Cir Rockdale County GA,C06004044B-2/22/2022-135000.0,112.5,2022,2022,2,2022-2
144,028A010132,2616 SW HIGH ST,2022-05-20,560000.0,1995,3046,2616 Sw High St Rockdale County GA,028A010132-5/20/2022-560000.0,183.84766907419566,2022,2022,5,2022-5
145,028A010273,2932 SW LOCH LOMOND DR,2022-01-31,560000.0,2003,3665,2932 Sw Loch Lomond Dr Rockdale County GA,028A010273-1/31/2022-560000.0,152.7967257844475,2022,2022,1,2022-1
146,054A010015,2987 NE CREEK VIEW CT,2022-05-20,242000.0,1975,1272,2987 Ne Creek View Ct Rockdale County GA,054A010015-5/20/2022-242000.0,190.25157232704402,2022,2022,5,2022-5
147,C06004044C,1107 NW WINDGATE CIR,2022-04-15,150000.0,1986,1200,1107 Nw Windgate Cir Rockdale County GA,C06004044C-4/15/2022-150000.0,125.0,2022,2022,4,2022-4
148,C280010012,1000 SE MAIN ST,2022-05-20,225000.0,1960,1330,1000 Se Main St Rockdale County GA,C280010012-5/20/2022-225000.0,169.17293233082708,2022,2022,5,2022-5
