"Parcel ID","Address","Sale Date","Sale Price","Qualified Sales","Reason","Acres","Parcel  Class ","Year  Built ","Square Ft ","Price Per  Square Ft ","Neighborhood"
"092A010003","2507 NE GINGER LEAF DR","2/8/2018","$260,000.00","Qualified","01","0.0","Residential","2016","3522","$73.82","GINGER LAKES"
"092A010029","2250 NE GINGER LAKE DR","6/22/2018","$258,120.00","Qualified","01","0.0","Residential","2018","3522","$73.29","GINGER LAKES"
"C390010135","659 SE BROWNING LN","4/27/2018","$57,200.00","Qualified","01","0.0","Residential","1988","1008","$56.75","HUNTING CREEK TOWNHOMES"
"015003002C","3313 SW HENSON LN","6/28/2018","$260,900.00","Qualified","01","2.43","Residential","2004","2649","$98.49","RURAL MAP 15"
"0500010080","1070 SE WEDGEWOOD DR","1/26/2018","$165,000.00","Qualified","01","0.0","Residential","1994","2148","$76.82","WEDGEWOOD"
"093B010141","2112 SE HIGHLAND CLUB DR","6/28/2018","$212,000.00","Qualified","01","0.0","Residential","1998","2290","$92.58","HIGHLAND CHASE"
"033A010038","4017 SW RIVER GARDEN CIR","2/26/2018","$125,000.00","Qualified","01","0.46","Residential","2002","2309","$54.14","RIVERCLIFT"
"0070010212","2162 SW AUTUMN CHASE DR","3/27/2018","$442,000.00","Qualified","01","1.0","Residential","2006","3673","$120.34","AUTUMN CHASE"
"076A020142","1407 SE ARAMORE DR","1/27/2018","$243,000.00","Qualified","01","0.0","Residential","1998","2544","$95.52","HENSON VILLAGE"
"C39001068A","655 SE HUNTING CREEK LN","6/7/2018","$58,000.00","Qualified","01","0.3","Residential","1984","1188","$48.82","HUNTING CREEK TOWNHOMES"
"0630090018","2660 NE WINDING LAKE DR","6/19/2018","$68,680.00","Qualified","01","0.29","Residential","1985","1536","$44.71","HI ROC"
"0770020134","2490 SE OLD SALEM CIR","3/16/2018","$235,000.00","Qualified","01","0.0","Residential","1986","2405","$97.71","OLD SALEM ESTATES"
"044001017B","1535 SW FLAT SHOALS RD","1/19/2018","$60,000.00","Qualified","01","1.22","Residential","1969","1688","$35.55","RURAL MAP 44"
"0640010494","1829 NE RIVER SHOALS DR","4/27/2018","$186,000.00","Qualified","01","0.0","Residential","2006","3202","$58.09","RIVER CLUB at B  T"
"041B010193","1949 NW MILLSTREAM HOLLOW","4/27/2018","$146,900.00","Qualified","01","0.0","Residential","2018","1589","$92.45","PARKSIDE at TRAVERS CREEK"
"028A010051","2104 SW PLEASANT VIEW CT","4/25/2018","$144,500.00","Qualified","01","0.0","Residential","1988","1755","$82.34","COURTNEY LAKE"
"041B010188","1929 NW MILLSTREAM HOLLOW","5/25/2018","$147,700.00","Qualified","01","0.0","Residential","2018","1589","$92.95","PARKSIDE at TRAVERS CREEK"
"041B010209","2017 NW MILLSTREAM HOLLOW","2/8/2018","$140,900.00","Qualified","01","0.0","Residential","2017","1589","$88.67","PARKSIDE at TRAVERS CREEK"
"0920010238","2540 NE PATTINGTON WAY","1/31/2018","$1,125,000.00","Qualified","90","0.71","Residential","2019","3538","$317.98","POINTE ROYAL"
"0360030039","636 NW KINGSTON LN","6/18/2018","$97,500.00","Qualified","01","0.98","Residential","1973","1496","$65.17","KINGSTON WOODS"
"057B010170","1664 NW CALLAWAY LP","2/16/2018","$150,000.00","Qualified","01","0.22","Residential","2002","2822","$53.15","SUGAR HILLat CALLAWAY"
"068A010003","1905 NE BRIDGESTONE CIR","6/22/2018","$205,000.00","Qualified","01","0.0","Residential","2005","3213","$63.80","BRIDGESTONE VILLAGE"
"0140010070","2537 SW SYCAMORE DR","2/14/2018","$335,000.00","Qualified","01","0.59","Residential","2004","2641","$126.85","SOUTH MILL"
"0780040015","3063 SE HIGHWAY 20","6/21/2018","$114,000.00","Qualified","01","0.46","Residential","1972","1425","$80.00","PINEWOOD SHORE"
"076A010111","1979 SE LOU DR","4/18/2018","$134,000.00","Qualified","01","0.0","Residential","1989","1661","$80.67","AUTUMN RIDGE"
"090B010202","2337 NE ROCK MILL LN","6/22/2018","$143,600.00","Qualified","01","0.5","Residential","1994","1576","$91.12","THE PARK at WINDRIDGE"
"C390010045","1726 SE BOB WHITE LN","1/29/2018","$221,000.00","Qualified","01","0.0","Residential","1994","1260","$41.72","HUNTING CREEK TOWNHOMES"
"C010020005","1250 NW HARVEL ST","5/18/2018","$119,500.00","Qualified","01","0.17","Residential","1950","1162","$102.84","CITY MAP 01"
"0470010068","74 SE FAIR OAKS DR","1/19/2018","$141,000.00","Qualified","01","0.98","Residential","1978","1463","$96.38","FAIROAKS"
"075A010073","1395 SE WHITE OAK ST","5/4/2018","$110,000.00","Qualified","01","0.52","Residential","1971","1956","$56.24","PINE FOREST SD"
"093D010096","3517 SE MICA CIR","3/23/2018","$182,900.00","Qualified","01","0.0","Residential","2016","2193","$83.40","AVONDALE SPRINGS -NEW"
"041B010234","1998 NW MILLSTREAM HOLLOW","1/25/2018","$148,900.00","Qualified","01","0.0","Residential","2017","1589","$93.71","PARKSIDE at TRAVERS CREEK"
"093D010148","3101 SE AVONDALE DR","2/1/2018","$186,000.00","Qualified","01","0.0","Residential","2017","2087","$89.12","AVONDALE SPRINGS -NEW"
"C060030011","1053 NW LAUREL CT","5/17/2018","$115,000.00","Qualified","01","0.41","Residential","1969","1892","$60.78","HIGHLAND PARK"
"0180070008","3021 NW BARCELONA WAY","6/1/2018","$165,000.00","Qualified","01","0.38","Residential","1971","1548","$106.59","LAKE CAPRI"
"0780110002","919 SE SHERBROOKE DR","1/19/2018","$90,000.00","Qualified","01","0.0","Residential","1971","2009","$44.80","PINEWOOD SHORE"
"0660060065","163 NE ELLIS DR","5/17/2018","$124,750.00","Qualified","01","0.0","Residential","2005","1496","$83.39","MILSTEAD PLACE"
"082001011C","4095 NE HARALSON MILL RD","3/5/2018","$369,400.00","Qualified","01","3.0","Residential","2006","3470","$106.46","RURAL MAP 82"
"050A010161","146 SE CROWELL RD","5/18/2018","$173,000.00","Qualified","01","0.67","Residential","1990","2026","$85.39","PLANTATION WOODS"
"012001019G","3089 SW FLAT SHOALS RD","4/13/2018","$253,700.00","Qualified","01","3.37","Residential","1995","2402","$105.62","RURAL MAP 12"
"0570050036","1451 NW GARDNER RD","3/26/2018","$153,000.00","Qualified","01","0.52","Residential","1972","2190","$69.86","HEWLETT HILLS SUB"
"093D010099","3529 SE MICA CIR","1/9/2018","$186,900.00","Qualified","01","0.0","Residential","2017","2188","$85.42","AVONDALE SPRINGS -NEW"
"093A010094","2648 SE CLUB FOREST DR","5/17/2018","$155,000.00","Qualified","01","0.48","Residential","1973","2618","$59.21","FIELDSTONE"
"032D010095","2409 SW CAINWOOD CT","2/27/2018","$335,000.00","Qualified","01","1.51","Residential","2017","3652","$91.73","DEERWOOD"
"028A010166","2713 SW PITLOCHRY ST","6/18/2018","$330,000.00","Qualified","01","0.9","Residential","1996","2955","$111.68","LOCHINVER"
"064B010095","2626 NE GLENBROOK LANE","6/25/2018","$213,965.00","Qualified","01","0.26","Residential","2018","2462","$86.91","HARVEST MILL"
"051C010076","826 SE COCHISE TRL","3/16/2018","$135,000.00","Qualified","01","0.0","Residential","1979","1504","$89.76","INDIAN RIDGE"
"0540010050","2374 NE PHILADELPHIA RD","4/3/2018","$120,600.00","Qualified","01","0.96","Residential","1992","1562","$77.21","HIGHLAND ESTATES"
"0790020217","1476 SE BOURDON BELL DR","3/30/2018","$322,590.00","Qualified","01","0.98","Residential","2018","3868","$83.40","SUMMIT CREEK U1-2&3"
"0790020218","1478 SE BOURDON BELL DR","3/14/2018","$326,870.00","Qualified","01","1.35","Residential","2017","3772","$86.66","SUMMIT CREEK U1-2&3"
"027001005C","2502 SW FLAT SHOALS RD","1/26/2018","$247,000.00","Qualified","01","5.51","Residential","2002","2612","$94.56","RURAL MAP 27"
"079C010425","1750 SE SOUTHGATE LN","2/26/2018","$140,000.00","Qualified","01","0.22","Residential","1986","1384","$50.58","SOUTH GATE DUPLEX"
"079D010357","3213 SE HALEY'S WAY","5/10/2018","$229,000.00","Qualified","01","0.37","Residential","1999","3130","$73.16","WESTCHESTER LAKE"
"014A010070","3152 SW CLARIDGE DR","3/9/2018","$221,900.00","Qualified","01","0.73","Residential","2001","2998","$74.02","RICHMOND"
"093D010110","3309 SE JUSTIN WAY","5/23/2018","$212,000.00","Qualified","01","0.0","Residential","2007","3091","$68.59","AVONDALE SPRINGS-OLD"
"064B010047","2711 NE POTTERS WALK","3/30/2018","$196,990.00","Qualified","01","0.18","Residential","2018","2292","$85.95","HARVEST MILL"
"041B010240","1974 NW MILLSTREAM HOLLOW","2/28/2018","$140,500.00","Qualified","01","0.0","Residential","2017","1589","$88.42","PARKSIDE at TRAVERS CREEK"
"0410010113","1227 NW CREEK FOREST CT","3/21/2018","$70,000.00","Qualified","90","0.0","Residential","1981","1080","$64.81","FOREST VILLAS"
"0410010112","1229 NW CREEK FOREST CT","3/21/2018","$70,000.00","Qualified","90","0.0","Residential","1981","1080","$64.81","FOREST VILLAS"
"093B010089","2592 SE HIGHLAND DR","3/30/2018","$135,029.00","Qualified","87","0.47","Residential","1973","2878","$46.92","FIELDSTONE"
"079D010300","3104 SE BRIAN'S CREEK DR","6/8/2018","$294,000.00","Qualified","01","0.0","Residential","1997","2425","$121.24","WESTCHESTER LAKE"
"0640010108","2620 NE SHORE WOOD CT","1/23/2018","$105,000.00","Qualified","01","1.01","Residential","1990","1225","$42.86","RIVERCHASE TWH"
"0170010048","3360 NW GLENCREE","5/11/2018","$305,000.00","Qualified","01","3.85","Residential","1988","3286","$92.82","SMOKERISE EAST"
"033A010047","3019 SW RIVER GARDEN RD","6/4/2018","$125,390.00","Qualified","01","0.49","Residential","2000","1708","$73.41","RIVERCLIFT"
"045B010095","1587 SW SUGARMAPLE LN","5/30/2018","$168,341.00","Qualified","90","0.36","Residential","1985","1226","$137.31","SUGAR HILL and PINE VIEW"
"C340010046","1381 NE CINDY CT","5/30/2018","$168,341.00","Qualified","90","0.0","Residential","1980","1248","$134.89","WOODBRIDGE SUB"
"028A010082","2801 SW CHIMNEY VIEW DR","6/28/2018","$220,000.00","Qualified","01","1.01","Residential","1999","2539","$86.65","CHIMNEY RIDGE ESTATE"
"0640010106","2612 NE SHORE WOOD CT","1/23/2018","$105,000.00","Qualified","01","0.78","Residential","1994","1208","$43.46","RIVERCHASE TWH"
"079C010210","2238 SE SHADY LN","1/2/2018","$152,900.00","Qualified","01","0.0","Residential","1973","1934","$79.06","SALEM VILLAGE"
"0550010021","2206 NW ROCKDALE DR","6/5/2018","$97,500.00","Qualified","01","0.9","Residential","1950","1104","$88.32","RURAL MAP 55"
"C320010010","1129 NE WOODLAND RD","3/7/2018","$140,300.00","Qualified","01","0.0","Residential","1963","1892","$74.15","LOUIS MCCALLA SUB"
"076A020020","1229 SE LAMBETH WAY","3/14/2018","$195,000.00","Qualified","01","0.56","Residential","1987","2404","$81.11","LAMBETH ESTATES"
"025A010264","885 SW SMYRNA RD","1/31/2018","$98,000.00","Qualified","01","0.61","Residential","1977","1378","$71.12","SMYRNA DOWNS"
"077D010399","2412 SE HYDE PARK CT","4/6/2018","$235,000.00","Qualified","01","0.39","Residential","2004","2970","$79.12","FOUNTAINCREST"
"041B010236","1990 NW MILLSTREAM HOLLOW","3/29/2018","$141,900.00","Qualified","01","0.0","Residential","2017","1589","$89.30","PARKSIDE at TRAVERS CREEK"
"0790020232","1481 SE BOURDON BELL DR","4/25/2018","$241,250.00","Qualified","01","0.73","Residential","2018","2784","$86.66","SUMMIT CREEK U1-2&3"
"C270010024","1015 NE PINE ST","5/29/2018","$119,900.00","Qualified","01","0.0","Residential","1960","1404","$85.40","CITY MAP 27"
"010C010034","3200 SW CRANBERRY WAY","6/25/2018","$403,353.00","Qualified","01","0.44","Residential","2018","3805","$106.01","THE PARKS OF STONECREST"
"C390010140","1669 SE HUNTING CREEK DR","3/27/2018","$53,000.00","Qualified","01","0.08","Residential","1988","1080","$49.07","HUNTING CREEK TOWNHOMES"
"049A010381","3507 SE HONEYCOMB DR","2/8/2018","$209,900.00","Qualified","01","0.92","Residential","1979","2748","$76.38","HONEY CREEK"
"032A010116","4800 SE KENSINGTON LN","3/16/2018","$110,000.00","Qualified","01","0.62","Residential","1986","1554","$70.79","BRADFORD"
"077A02004A","2785 SE COUNTRY CT","2/2/2018","$355,000.00","Qualified","01","0.08","Residential","1985","700","$51.06","FIELDSTONE VIEW"
"049A010118","3725 SE SAND HILL DR","2/28/2018","$170,000.00","Qualified","01","0.49","Residential","1974","1888","$90.04","HONEY CREEK"
"090B010201","2335 NE ROCK MILL LN","3/26/2018","$169,000.00","Qualified","01","0.57","Residential","1994","1491","$113.35","THE PARK at WINDRIDGE"
"C320010023","1150 NE BROOKSIDE DR","4/4/2018","$234,000.00","Qualified","01","0.0","Residential","1968","2831","$82.66","VALLEY BROOK ESTATES"
"008001005B","4320 SW HIGHWAY 138","4/27/2018","$238,000.00","Qualified","01","3.09","Residential","1987","3106","$76.63","RURAL MAP 08"
"080C010179","3680 SE CHERRY CREEK DR","3/1/2018","$189,900.00","Qualified","01","1.21","Residential","1989","1848","$102.76","CHERRY CREEK"
"0790020244","1712 SE CAROLINA PL","6/26/2018","$244,300.00","Qualified","01","0.46","Residential","2017","2618","$93.32","SUMMIT CREEK U1-2&3"
"010A010023","2430 SW TURNER RD","4/12/2018","$116,340.00","Qualified","01","0.63","Residential","1997","1614","$72.08","STONELEIGH SUB"
"049B010158","417 SE WILLOW CT","6/1/2018","$114,000.00","Qualified","01","0.0","Residential","1986","1182","$96.45","WILLOW CREEK"
"080B010178","1201 SE GREAT OAKS DR","6/20/2018","$175,000.00","Qualified","01","0.41","Residential","1987","2104","$83.17","EDEN GLEN"
"C39001127B","1675 SE WINCHESTER WAY","4/18/2018","$60,000.00","Qualified","01","0.0","Residential","1989","1008","$59.52","HUNTING CREEK TOWNHOMES"
"0780100002","3454 SE STANTON RD","1/31/2018","$139,900.00","Qualified","01","0.48","Residential","1971","1697","$82.44","PINEWOOD SHORE"
"0510020024","879 SE OGLESBY BRIDGE RD","6/8/2018","$164,900.00","Qualified","01","1.56","Residential","1968","1631","$101.10","RURAL MAP 51"
"025A010236","2076 SW MOON DR","6/19/2018","$383,654.00","Qualified","90","0.41","Residential","1977","1332","$288.03","SMYRNA DOWNS"
"075A010125","1314 SE WHITE OAK CT","4/23/2018","$562,500.00","Qualified","90","0.35","Residential","1971","1625","$346.15","PINE FOREST SD"
"076A010054","1485 SE GEORGE DR","3/26/2018","$145,000.00","Qualified","01","0.0","Residential","1979","2480","$58.47","WILLINGHAM EST"
"0780040008","3084 SE KING CT","4/23/2018","$562,500.00","Qualified","90","0.33","Residential","1970","1296","$434.03","PINEWOOD SHORE"
"047C010443","2826 SE BAY LEAF DR","6/19/2018","$383,654.00","Qualified","90","0.56","Residential","1985","1264","$303.52","SAVORY ACRES"
"090B010061","1406 NE CHELSEA DOWNS LN","5/10/2018","$121,000.00","Qualified","01","0.32","Residential","1987","1754","$68.99","CHELSEA DOWNS SUB"
"051B010227","570 SE BELL RD","4/27/2018","$146,000.00","Qualified","01","0.07","Residential","1985","1240","$117.74","BRISTOL BUDDY DAWSON"
"054A010068","1317 NE COUNTRY LANE WAY","4/23/2018","$562,500.00","Qualified","90","0.47","Residential","1984","1248","$450.72","COUNTRY LANE EST"
"046B010435","1914 SE SHELDON LN","4/23/2018","$562,500.00","Qualified","90","0.56","Residential","1998","2540","$221.46","WEATHERSTONE"
"036A010039","939 NW RAY DR","6/19/2018","$383,654.00","Qualified","90","0.43","Residential","1974","2016","$190.30","CREEKWOOD MANOR"
"080A010083","1870 SE BRANDY DR","3/26/2018","$149,000.00","Qualified","01","0.48","Residential","1980","1716","$86.83","BRANDYWINE"
"079B010156","3219 SE HILDA'S CORNER","4/30/2018","$170,000.00","Qualified","01","0.0","Residential","1993","2024","$83.99","GARDENS OF FIELDSTONE"
"C080010002","1042 NW MAIN ST","6/16/2018","$210,000.00","Qualified","01","0.29","Residential","1920","1332","$157.66","MAIN STand COLLEGE"
"032D010013","2202 SW CRESCENT WK","1/8/2018","$237,000.00","Qualified","01","0.75","Residential","2003","2604","$91.01","DEERWOOD"
"0920010258","2545 NE PATTINGTON WAY","1/31/2018","$1,125,000.00","Qualified","01","0.59","Residential","2019","3928","$286.41","POINTE ROYAL"
"0300010077","1807 SW HIGHRIDGE DR","6/22/2018","$315,000.00","Qualified","01","2.57","Residential","1978","2199","$143.25","FOREST EDGE"
"0580010062","2211 NE ROCKBERRY CT","3/21/2018","$310,000.00","Qualified","01","2.42","Residential","2000","3343","$92.73","INDIAN SHOALS SUB"
"0920010243","2564 NE PATTINGTON WAY","1/31/2018","$1,125,000.00","Qualified","90","0.72","Residential","2021","4374","$257.20","POINTE ROYAL"
"093B010144","2118 SE HIGHLAND CLUB DR","6/18/2018","$213,500.00","Qualified","01","0.0","Residential","1999","2246","$95.06","HIGHLAND CHASE"
"011B010048","1291 SW SCENIC BROOK TRL","1/12/2018","$180,000.00","Qualified","01","0.96","Residential","1994","2518","$71.49","BRIDGE WATER PLACE"
"091A010021","3317 NE BARTLETT AVE","2/28/2018","$319,600.00","Qualified","01","0.0","Residential","2017","3281","$97.41","MCCART LANDING"
"0140020085","2004 SW MILLSTONE DR","5/16/2018","$225,000.00","Qualified","01","0.59","Residential","2004","2547","$88.34","MILLS RIDGE"
"057003035A","1320 NE MILSTEAD AVE","3/7/2018","$116,000.00","Qualified","01","0.68","Residential","1972","1226","$94.62","HEWLETT HILLS SUB"
"029B010072","2704 SW WESTPORT LANE","4/30/2018","$250,000.00","Qualified","01","0.61","Residential","2006","2878","$86.87","NEW HAVEN"
"076B010012","2320 SE SANTA ANNA CT","3/29/2018","$197,000.00","Qualified","01","0.4","Residential","2002","2580","$76.36","MISSION RIDGE"
"0870010038","3479 NE FERN RIDGE DR","2/16/2018","$139,900.00","Qualified","01","3.19","Residential","1986","1481","$94.46","FERN CREEK"
"093A010086","2667 SE FIELDSTONE DR","5/1/2018","$174,000.00","Qualified","01","0.88","Residential","1973","2310","$75.32","FIELDSTONE"
"0920010242","2560 NE PATTINGTON WAY","1/31/2018","$1,125,000.00","Qualified","90","0.7","Residential","2021","4023","$279.64","POINTE ROYAL"
"005002019A","4990 SW RICHARDSON RD","3/27/2018","$207,000.00","Qualified","01","1.86","Residential","2001","1812","$114.24","RURAL MAP 05"
"080A010214","1708 SE BRANDY WOODS TRL","6/13/2018","$83,000.00","Qualified","01","0.46","Residential","1985","1723","$48.17","BRANDYWINE"
"0270010062","1603 SW FLAT ROCK DR","4/30/2018","$212,000.00","Qualified","01","0.63","Residential","1990","2376","$89.23","SHOALS CREEK"
"0180030013","2995 RIVIERA DR","5/30/2018","$149,500.00","Qualified","01","2.2","Residential","1974","1675","$89.25","LAKE CAPRI"
"050A010019","1114 SE PLANTATION DR","5/14/2018","$200,000.00","Qualified","01","0.72","Residential","1988","1578","$126.74","PLANTATION WOODS"
"025A010133","2265 SW BRIARWOOD CIR","6/8/2018","$65,000.00","Qualified","01","0.46","Residential","1978","1326","$49.02","BRIARWOOD SUB"
"0260010080","1387 SW MOURNING DOVE DR","3/8/2018","$254,000.00","Qualified","01","0.62","Residential","1990","2474","$102.67","SHOALS CREEK"
"C170020004","1002 SW HUFF ST","3/6/2018","$62,000.00","Qualified","01","0.3","Residential","1960","1821","$34.05","CITY MAP 17"
"049A010220","781 SE SWEET BRIAR TRL","1/29/2018","$166,000.00","Qualified","01","0.56","Residential","1976","2325","$71.40","HONEY CREEK"
"051A010141","1800 SW HOLMES DR","5/10/2018","$178,987.00","Qualified","01","0.92","Residential","1976","2059","$86.93","DEER HOLLOW"
"045A010002","1349 SW FLAT SHOALS RD","5/4/2018","$80,000.00","Qualified","01","0.31","Residential","1976","1870","$42.78","ALMAND CREEK SUB"
"041B010192","1945 NW MILLSTREAM HOLLOW","5/31/2018","$143,500.00","Qualified","01","0.0","Residential","2018","1589","$90.31","PARKSIDE at TRAVERS CREEK"
"079D010158","2629 SE WESTCHESTER PKWY","6/20/2018","$210,000.00","Qualified","01","0.0","Residential","1990","2052","$102.34","WESTCHESTER LAKE"
"090B010193","2319 NE ROCK MILL LN","3/20/2018","$75,600.00","Qualified","01","0.62","Residential","1994","1754","$43.10","THE PARK at WINDRIDGE"
"028A010024","2510 SW CHIMNEY RIDGE DR","4/18/2018","$264,000.00","Qualified","01","1.04","Residential","1990","2732","$96.63","CHIMNEY RIDGE ESTATE"
"0920010229","2610 NE BOSWORTH CT","1/31/2018","$1,125,000.00","Qualified","90","0.63","Residential","2020","4513","$249.28","POINTE ROYAL"
"046B010415","1755 SE HAYES CT","1/24/2018","$235,900.00","Qualified","01","0.46","Residential","2000","2944","$80.13","WEATHERSTONE"
"0810010015","4209 NE HARALSON MILL RD","4/19/2018","$214,000.00","Qualified","01","4.13","Residential","1967","2035","$105.16","RURAL MAP 81"
"090B010101","2440 NE WINDRIDGE DR","5/17/2018","$128,000.00","Qualified","01","0.34","Residential","1989","1307","$97.93","WINDRIDGE SUB"
"064B010050","2701 NE POTTERS WALK","5/31/2018","$206,445.00","Qualified","01","0.29","Residential","2018","2292","$90.07","HARVEST MILL"
"0410010030","1765 NW ROCKBRIDGE RD","3/23/2018","$90,000.00","Qualified","01","0.46","Residential","1969","1092","$82.42","ROCKBRIDGE SUB"
"077B010066","1310 SE VINEYARD DR","3/29/2018","$287,000.00","Qualified","01","0.48","Residential","1987","2710","$105.90","IRWIN PLACE"
"046A010282","1413 SE ST CHARLES CT","1/5/2018","$204,500.00","Qualified","01","0.47","Residential","1998","2409","$84.89","ST CHARLES SQUARE"
"064A010253","2406 NE HI MOON TRC","6/19/2018","$292,000.00","Qualified","01","0.0","Residential","2006","2900","$100.69","HI ROC PLANTATION"
