"Parcel ID","Address","Sale Date","Sale Price","Qualified Sales","Reason","Acres","Parcel  Class ","Year  Built ","Square Ft ","Price Per  Square Ft ","Neighborhood"
"0410010112","1229 NW CREEK FOREST CT","3/29/2019","$137,500.00","Qualified","90","0.0","Residential","1981","1080","$127.31","FOREST VILLAS"
"C380010002","1629 NW WESLEY WAY","2/28/2019","$110,000.00","Qualified","01","0.0","Residential","1972","1352","$81.36","NORTHRIDGE"
"003001012E","5586 SW ALEXANDER LAKE RD","5/16/2019","$185,000.00","Qualified","01","3.97","Residential","1978","2373","$77.96","RURAL MAP 03"
"047C010077","3017 SE RAINTREE DR","6/28/2019","$538,588.00","Qualified","90","0.27","Residential","1975","1812","$297.23","RAINTREE"
"041B010261","1890 NW MILLSTREAM HOLLOW","6/28/2019","$538,588.00","Qualified","90","0.0","Residential","2018","1589","$338.95","PARKSIDE at TRAVERS CREEK"
"041B010178","1885 NW MILLSTREAM HOLLOW","6/28/2019","$538,588.00","Qualified","90","0.0","Residential","2018","1589","$338.95","PARKSIDE at TRAVERS CREEK"
"090B010288","3004 NE POMMEL CT","4/25/2019","$116,000.00","Qualified","01","0.41","Residential","1999","1922","$60.35","THE PARK at WINDRIDGE"
"041B010177","1881 NW MILLSTREAM HOLLOW","6/28/2019","$538,588.00","Qualified","90","0.0","Residential","2018","1589","$338.95","PARKSIDE at TRAVERS CREEK"
"080001033C","1223 SE MAGGIE LN","2/15/2019","$99,240.00","Qualified","01","0.95","Residential","1987","1733","$57.26","WOODLAND FOREST-LEISURE WOODS"
"010D010026","2731 SW KEMP CT","4/23/2019","$221,221.00","Qualified","01","0.06","Residential","2019","1824","$121.28","ELLIS POINTE"
"031A010145","1672 SW QUAIL RUN","6/10/2019","$184,000.00","Qualified","01","0.75","Residential","1989","1983","$92.79","QUAIL MANOR"
"079C010052","3327 SE OLD SALEM RD","4/30/2019","$167,500.00","Qualified","01","0.46","Residential","1972","2294","$73.02","SALEM VILLAGE"
"C060050006","1375 NW SPRINGWOOD DR","1/28/2019","$144,375.00","Qualified","01","1.78","Residential","1970","3348","$43.12","C J HICKS"
"013001012C","3009 SW HIGHWAY 138","6/28/2019","$387,000.00","Qualified","01","3.5","Residential","1985","2637","$146.76","RURAL MAP 13"
"0630290122","2240 NE EAST LAKE DR","2/28/2019","$169,900.00","Qualified","01","0.46","Residential","1950","1359","$125.02","HI ROC"
"047C010278","656 SE ALMAND BRANCH RD","4/11/2019","$130,000.00","Qualified","01","0.0","Residential","1987","1812","$71.74","STANTON and LANDM"
"010D010012","2722 SW KEMP CT","5/23/2019","$217,834.00","Qualified","01","0.04","Residential","2018","1792","$121.56","ELLIS POINTE"
"0480010076","629 SE CROSSCREEK TRL","6/24/2019","$110,000.00","Qualified","01","0.34","Residential","1983","1370","$80.29","HONEY CREEK U5"
"010D010027","2729 SW KEMP CT","4/5/2019","$222,918.00","Qualified","01","0.04","Residential","2018","1792","$124.40","ELLIS POINTE"
"C010030002","1202 NW TINSLEY DR","3/21/2019","$116,000.00","Qualified","01","0.63","Residential","1967","1375","$84.36","CITY MAP 01"
"0690010324","2044 NE REAVIS BLUFF","5/29/2019","$136,490.00","Qualified","01","0.0","Residential","2018","1624","$84.05","BELMONT VILLAGE"
"079C010342","3458 SE UNDERWOOD RD","4/23/2019","$200,000.00","Qualified","01","0.0","Residential","1985","1793","$111.54","SALEM LAKE SUB"
"0630210011","2400 NE LAKESHORE DR","5/29/2019","$90,000.00","Qualified","01","0.38","Residential","1971","816","$110.29","HI ROC"
"010D010021","2741 SW KEMP CT","4/26/2019","$223,765.00","Qualified","01","0.07","Residential","2019","1792","$124.87","ELLIS POINTE"
"C240030004","1064 NE MCCALLA ST","4/9/2019","$200,000.00","Qualified","01","0.0","Residential","1963","4047","$49.42","CITY MAP 24"
"051A010232","1757 SW DEER RUN DR","6/7/2019","$183,000.00","Qualified","01","1.03","Residential","1977","2796","$65.45","DEER RUN"
"0690010381","2125 NE BELMONT CIR","5/31/2019","$139,490.00","Qualified","01","0.0","Residential","2018","1784","$78.19","BELMONT VILLAGE"
"0420010018","1555 NW MOUNTAIN VIEW CIR","4/30/2019","$95,500.00","Qualified","01","0.36","Residential","1969","1326","$72.02","HIGHTOWER HILLS SUB"
"C390010002","565 SE DOVETAIL CT","4/16/2019","$110,500.00","Qualified","01","0.28","Residential","1982","1121","$98.57","HUNTING CREEK HOMES"
"0590030012","2141 NE BETHEL RD","6/28/2019","$192,500.00","Qualified","01","0.72","Residential","2014","2216","$86.87","RURAL MAP 59"
"041B010165","1829 NW MILLSTREAM HOLLOW","6/26/2019","$158,900.00","Qualified","01","0.0","Residential","2018","1589","$100.00","PARKSIDE at TRAVERS CREEK"
"0890010038","2819 NE VILLAGE CT","4/30/2019","$298,900.00","Qualified","01","0.35","Residential","2019","2876","$103.93","CENTENNIAL VILLAGE"
"032A010035","192 SE GREENBRIAR CT","4/24/2019","$144,000.00","Qualified","01","0.37","Residential","1973","1820","$79.12","FLINTRIDGE EST"
"0170010068","3321 NW GLENCREE","6/13/2019","$395,000.00","Qualified","01","4.0","Residential","1995","3369","$117.25","SMOKERISE EAST"
"055A030011","815 NW COLT LN","2/15/2019","$100,000.00","Qualified","90","0.49","Residential","1977","1609","$62.15","WINCHESTER HILLS"
"025A010164","1052 SW ADRIAN CIR","1/29/2019","$344,057.00","Qualified","90","0.49","Residential","1976","1092","$315.07","ADRIAN VILLAS SUB"
"C280010008","788 NE SOUTH PINE ST","1/30/2019","$98,800.00","Qualified","01","0.34","Residential","1967","1423","$69.43","PLANTATION DEV and ACRES"
"044A010132","1397 SW REVEL COVE DR","5/7/2019","$180,000.00","Qualified","01","0.0","Residential","2011","2914","$61.77","WINDSOR CREEK SUB"
"025A010210","1078 SW WEST ADRIAN CIR","1/29/2019","$344,057.00","Qualified","90","0.62","Residential","1977","1524","$225.76","ADRIAN VILLAS SUB"
"C370010027","1047 NW KINGSTON RD","2/28/2019","$104,000.00","Qualified","01","0.0","Residential","1971","1251","$83.13","NORTHRIDGE"
"0890010044","2814 NE VILLAGE CT","6/10/2019","$378,840.00","Qualified","01","0.47","Residential","2019","3428","$110.51","CENTENNIAL VILLAGE"
"032C010003","2203 SW MALVERN CT","3/11/2019","$255,000.00","Qualified","01","1.53","Residential","1994","2037","$125.18","DEER FOREST"
"077D010507","2505 SE RIVERTON DR","5/31/2019","$285,000.00","Qualified","01","0.44","Residential","2013","3843","$74.16","FOUNTAINCREST"
"0920010258","2545 NE PATTINGTON WAY","5/2/2019","$439,000.00","Qualified","01","0.59","Residential","2019","3928","$111.76","POINTE ROYAL"
"051B010270","540 SE OGLESBY BRIDGE RD","6/21/2019","$114,751.00","Qualified","01","0.79","Residential","1975","1508","$76.09","BRISTOL BUDDY DAWSON"
"086A010036","3071 NE NORTH TOWER WAY","3/14/2019","$274,507.00","Qualified","01","1.62","Residential","1999","3557","$77.17","N HAMPTON SUB"
"044A010025","1381 SW REVEL COVE DR","5/31/2019","$199,500.00","Qualified","01","0.0","Residential","2007","3523","$56.63","WINDSOR CREEK SUB"
"0100050008","2711 SW LAKEVIEW DR","1/10/2019","$88,000.00","Qualified","01","0.41","Residential","1964","1325","$66.42","ABBOTT ESTATES SUB"
"0630290097","2355 NE LAKESHORE DR","4/30/2019","$170,500.00","Qualified","01","0.56","Residential","1958","2468","$69.08","HI ROC"
"092A010039","2284 NE GINGER LAKE DR","4/30/2019","$287,340.00","Qualified","01","0.0","Residential","2019","2817","$102.00","GINGER LAKES"
"049B010086","4091 SE SWEET WATER CT","5/31/2019","$152,000.00","Qualified","01","0.0","Residential","1975","2088","$72.80","WILLOW CREEK"
"027A010410","2201 SW ANISE CT","6/13/2019","$300,000.00","Qualified","01","0.41","Residential","2006","3565","$84.15","HOLLY HILL"
"0690010385","2105 NE BELMONT CIR","4/16/2019","$138,250.00","Qualified","01","0.0","Residential","2018","1784","$77.49","BELMONT VILLAGE"
"041B010163","1821 NW MILLSTREAM HOLLOW","3/11/2019","$146,900.00","Qualified","01","0.0","Residential","2018","1589","$92.45","PARKSIDE at TRAVERS CREEK"
"0140040047","3200 SW TUCKER MILL RD","2/28/2019","$285,000.00","Qualified","01","2.74","Residential","1987","2343","$121.64","DEER HOLLOW"
"038A010119","2690 NW WESTMINISTER LN","2/25/2019","$90,000.00","Qualified","01","0.54","Residential","1976","1643","$54.78","PACES LANDING"
"077E010262","2236 SE EXCHANGE PL","1/15/2019","$159,500.00","Qualified","01","0.37","Residential","2002","2936","$54.33","ARBOR GLEN"
"049A010548","361 SE GOLFCREST DR","4/24/2019","$210,000.00","Qualified","01","0.47","Residential","1987","3352","$62.65","HONEY CREEK"
"064A010113","2274 NE GRASSY SPRING CT","6/21/2019","$181,000.00","Qualified","01","0.27","Residential","2004","2348","$77.09","RIVER RIDGE"
"041B010267","1866 NW MILLSTREAM HOLLOW","4/29/2019","$149,900.00","Qualified","01","0.0","Residential","2018","1589","$94.34","PARKSIDE at TRAVERS CREEK"
"0690010045","1472 C NE PINE LOG RD","6/21/2019","$62,500.00","Qualified","01","0.0","Residential","1973","1232","$50.73","VIEW POINT EAST"
"C380010012","1640 NW WESLEY WAY","5/17/2019","$135,000.00","Qualified","01","0.0","Residential","1972","1297","$104.09","NORTHRIDGE"
"044A010071","1845 SW WINDSOR CREEK DR","1/2/2019","$234,900.00","Qualified","01","0.0","Residential","2011","3849","$61.03","WINDSOR CREEK SUB"
"079D010448","2400 SE STAFFORDSHIRE WAY","4/17/2019","$310,000.00","Qualified","01","0.53","Residential","2001","3200","$96.88","WESTCHESTER LAKE"
"080B010063","3944 SE WOODLAND CIR","3/13/2019","$152,500.00","Qualified","01","0.81","Residential","1978","1478","$103.18","WOODLAND FOREST-LEISURE WOODS"
"C350020022","801 NE GREENHILL DR","5/28/2019","$80,000.00","Qualified","01","0.37","Residential","1962","1334","$59.97","PLANTATION DEV and ACRES"
"062A010093","2209 NE CLARENDON CT","2/21/2019","$170,000.00","Qualified","01","0.0","Residential","1993","1570","$108.28","ARLINGTON WOODS SUB"
"064B010011","2208 NE EVENING MIST LN","5/7/2019","$228,490.00","Qualified","01","0.21","Residential","2019","2140","$106.77","HARVEST MILL"
"0690010061","1488 A NE PINE LOG RD","2/27/2019","$60,000.00","Qualified","01","0.0","Residential","1972","1140","$52.63","VIEW POINT EAST"
"0550010142","1947 NE CRESCENT MOON DR","1/31/2019","$197,900.00","Qualified","01","0.94","Residential","2018","1958","$101.07","CRESENT VIEW NEW"
"C23001011A","1300 NE MILSTEAD AVE","2/25/2019","$180,000.00","Qualified","01","0.74","Residential","1971","1582","$113.78","CITY MAP 23"
"041B010179","1889 NW MILLSTREAM HOLLOW","2/26/2019","$146,900.00","Qualified","01","0.0","Residential","2018","1589","$92.45","PARKSIDE at TRAVERS CREEK"
"030001007A","3505 SW EBENEZER RD","5/6/2019","$122,000.00","Qualified","01","5.0","Residential","1972","1994","$61.18","RURAL MAP 30"
"C390010126","1663 SE WINCHESTER WAY","4/11/2019","$63,000.00","Qualified","01","0.0","Residential","1989","1080","$58.33","HUNTING CREEK TOWNHOMES"
"045B010039","1599 SW CHERRY HILL CT","4/24/2019","$105,000.00","Qualified","01","0.24","Residential","1985","1650","$63.64","SUGAR HILL and PINE VIEW"
"077A010043","2584 SE FIELDSTONE VIEW LN","6/28/2019","$156,000.00","Qualified","01","0.29","Residential","1983","1642","$47.50","FIELDSTONE VIEW"
"0290020128","2486 SW NUGGET DR","4/23/2019","$110,800.00","Qualified","01","0.0","Residential","1985","1246","$88.92","HERITAGE EST"
"049A010514","643 SE WINTHROP WAY","2/26/2019","$223,000.00","Qualified","01","0.27","Residential","1989","2845","$78.38","HONEY CREEK"
"032A010132","390 SE BRIDGEWOOD DR","6/20/2019","$144,000.00","Qualified","01","0.58","Residential","1985","1555","$92.60","BRADFORD"
"C130010007","1202 NW SPRINGWOOD CIR","5/17/2019","$138,000.00","Qualified","01","0.5","Residential","1964","1541","$89.55","SPRINGWOODS"
"051C010016","4891 SE CHEROKEE WAY","5/3/2019","$143,707.00","Qualified","01","0.0","Residential","1978","1296","$110.89","INDIAN RIDGE"
"047C010442","727 SE DEERING RD","6/6/2019","$119,000.00","Qualified","01","0.33","Residential","1988","1590","$74.84","STANTON and LANDM"
"051A010122","5121 SW EAST SHORE DR","4/1/2019","$120,000.00","Qualified","01","1.04","Residential","1974","2527","$47.49","DEER RUN"
"044A010057","1903 SW WINDSOR CREEK DR","1/22/2019","$240,000.00","Qualified","01","0.0","Residential","2009","2802","$85.65","WINDSOR CREEK SUB"
"027A010105","2337 SW CEDAR MILL DR","3/13/2019","$115,000.00","Qualified","01","0.84","Residential","1972","2304","$49.91","HIDDEN ACRES1"
"032C010052","2460 SW STEDMAN LN","3/8/2019","$255,000.00","Qualified","01","0.92","Residential","1996","2317","$110.06","DEER FOREST"
"077D010341","1940 SE LANCASTER DR","4/11/2019","$330,000.00","Qualified","01","0.49","Residential","2004","2799","$117.90","ST REMY"
"077E010482","3117 SE BAYWOOD CT","1/2/2019","$156,800.00","Qualified","01","0.2","Residential","2003","2196","$71.40","OLDE SALEM TOWNSHIP"
"0350010016","1555 NW HUMPHRIES RD","6/17/2019","$120,000.00","Qualified","01","0.88","Residential","1954","1672","$71.77","RURAL MAP 35"
"079D010137","2807 SE CLEARWATER TERR","5/31/2019","$242,000.00","Qualified","01","0.0","Residential","1989","2998","$80.72","WESTCHESTER LAKE"
"049A010437","589 SE CLUBLAND CIR","4/19/2019","$180,000.00","Qualified","01","0.0","Residential","1986","2225","$80.90","HONEY CREEK"
"025A010085","2308 SW BRIARWOOD CIR","3/25/2019","$96,000.00","Qualified","01","0.7","Residential","1975","1344","$71.43","BRIARWOOD SUB"
"C070020015","903 NW COLLEGE AVE","1/25/2019","$170,000.00","Qualified","01","0.8","Residential","1950","1320","$128.79","MAIN STand COLLEGE"
